loadsmart_id,shipper_name,delivery_date,pickup_city,pickup_state,delivery_city,delivery_state,book_price,carrier_name
206431041,Shipper 1249,2024-12-20 10:30:00,Jacksonville,FL,Muscle Shoals,AL,892.96,Carrier 1390882
206431401,Shipper 1249,2024-12-21 11:07:00,Colonial Heights,VA,Clarksburg,WV,1252.64,Carrier 1024934
206432201,Shipper 1644,2024-12-13 12:00:00,Xenia,OH,Memphis,TN,1511.07,Carrier 1039111
206432273,Shipper 1249,2024-12-22 11:00:00,Cartersville,GA,La Porte,TX,1713.0,Carrier 1041814
206432425,Shipper 1644,2024-12-19 13:32:00,Brownsville,TX,Portland,OR,6068.79,Carrier 89123
206432441,Shipper 1644,2024-12-26 13:34:00,Trenton,MO,Reno,NV,7632.35,Carrier 1049651
206432585,Shipper 585,2024-12-15 09:32:00,Plant City,FL,York,PA,1600.0,Carrier 1033117
206432593,Shipper 758,2024-12-20 03:20:00,Henderson,NV,Tracy,CA,908.11,Carrier 367380
206432601,Shipper 1249,2024-12-21 13:15:00,Jacksonville,FL,Lakeland,FL,741.92,Carrier 1695765
206432985,Shipper 758,2024-12-07 03:40:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206434265,Shipper 758,2024-12-18 00:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206434281,Shipper 758,2024-12-20 13:36:00,Kent,WA,Spokane,WA,745.04,Carrier 1358580
206434289,Shipper 1249,2024-12-22 16:30:00,Cartersville,GA,Midway,FL,960.92,Carrier 68743
206434297,Shipper 1644,2024-12-26 22:15:00,Florence,KY,Swedesboro,NJ,3657.89,Carrier 613932
206434729,Shipper 758,2024-12-30 23:30:00,Los Angeles,CA,Layton,UT,3139.0,Carrier 1695835
206435785,Shipper 758,2024-12-18 00:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206437009,Shipper 1644,2024-12-04 12:00:00,Morganton,NC,Reno,NV,4903.53,Carrier 12080
206437017,Shipper 758,2024-12-16 02:30:00,Bellevue,WA,Portland,OR,998.19,Carrier 1695477
206437137,Shipper 1249,2024-12-12 05:00:00,Fairfield,CA,Newark,NJ,7402.38,Carrier 1695748
206438409,Shipper 585,2024-12-29 13:15:00,Compton,CA,Portland,OR,3200.0,Carrier 347141
206438513,Shipper 758,2024-12-11 01:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 1695544
206438553,Shipper 758,2024-12-13 13:30:00,Lodi,CA,Pacific,WA,1949.42,Carrier 977018
206440377,Shipper 1644,2024-12-21 16:10:00,Wood Dale,IL,Statesville,NC,5095.71,Carrier 104935
206440697,Shipper 1644,2024-12-12 17:19:00,Morganton,NC,Reno,NV,4803.96,Carrier 1605466
206441121,Shipper 1249,2024-12-20 09:00:00,Cartersville,GA,Columbia,SC,832.0,Carrier 1328445
206446681,Shipper 1249,2024-12-20 13:58:00,Jacksonville,FL,Sanford,FL,666.32,Carrier 249023
206446705,Shipper 1249,2024-12-20 09:40:00,Fort Collins,CO,Grand Island,NE,733.48,Carrier 616661
206451705,Shipper 1644,2024-12-01 15:45:00,Canton,NC,Laredo,TX,2744.97,Carrier 98311
206451713,Shipper 758,2024-12-06 21:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206451721,Shipper 1249,2024-12-08 09:00:00,Fort Collins,CO,Puyallup,WA,2598.36,Carrier 1377814
206451729,Shipper 1249,2024-12-19 11:55:00,St. Louis,MO,Laurel,MS,1760.52,Carrier 101147
206452745,Shipper 1249,2024-12-21 13:20:00,Cartersville,GA,Attalla,AL,566.6,Carrier 1554386
206460537,Shipper 758,2024-12-06 15:00:00,Kent,WA,Spokane,WA,747.26,Carrier 1240629
206461465,Shipper 1644,2024-12-14 10:00:00,Etowah,TN,Memphis,TN,958.0,Carrier 1087619
206461913,Shipper 758,2024-12-08 00:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 1556250
206462249,Shipper 1249,2024-12-19 11:00:00,Newark,NJ,Aurora,IN,1008.76,Carrier 1083794
206464713,Shipper 1249,2024-12-22 14:00:00,Jacksonville,FL,Sanford,FL,666.32,Carrier 1695743
206466433,Shipper 1249,2024-12-18 09:13:00,Cartersville,GA,Lake City,FL,1224.4,Carrier 1306346
206466865,Shipper 758,2024-12-06 10:00:00,Lodi,CA,Pacific,WA,1955.56,Carrier 73246
206466881,Shipper 1249,2024-12-21 05:00:00,Cartersville,GA,La Porte,TX,1713.0,Carrier 1695796
206467041,Shipper 758,2024-12-22 12:00:00,Idaho Falls,ID,Pacific,WA,2134.6,Carrier 788499
206467049,Shipper 758,2024-12-22 00:30:00,Henderson,NV,Tracy,CA,908.11,Carrier 367380
206468361,Shipper 1249,2024-12-22 07:00:00,Newark,NJ,Pittsburgh,PA,1194.68,Carrier 1553984
206468649,Shipper 758,2024-12-15 01:00:00,Henderson,NV,Tracy,CA,908.11,Carrier 1026284
206469009,Shipper 1249,2024-12-14 15:25:00,Jacksonville,FL,Melbourne,FL,725.76,Carrier 1695765
206469721,Shipper 1644,2024-12-08 13:30:00,Mount Airy,NC,Swedesboro,NJ,1804.97,Carrier 511984
206469729,Shipper 1249,2024-12-14 19:20:00,Aurora,CO,Durango,CO,1518.84,Carrier 1036102
206470097,Shipper 758,2024-12-05 04:15:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206470105,Shipper 758,2024-12-14 21:15:00,Cerritos,CA,Tracy,CA,1181.7,Carrier 73340
206472145,Shipper 1644,2024-12-08 08:30:00,Rensselaer,IN,Swedesboro,NJ,2893.58,Carrier 1695737
206472265,Shipper 1644,2024-12-08 18:50:00,Decatur,IN,Cleveland,NC,2640.21,Carrier 53590
206473505,Shipper 758,2024-12-15 03:00:00,Vernon,CA,Tracy,CA,953.14,Carrier 552905
206474273,Shipper 1249,2024-12-17 05:00:00,Jacksonville,FL,Cartersville,GA,0.0,Carrier 941668
206474929,Shipper 1644,2024-12-09 19:48:00,Wapato,WA,Portland,OR,963.26,Carrier 952234
206475145,Shipper 1644,2024-12-07 18:10:00,Decatur,IN,Cleveland,NC,2650.79,Carrier 87518
206475153,Shipper 1249,2024-12-29 12:00:00,Los Angeles,CA,Indio,CA,817.21,Carrier 118956
206475785,Shipper 1249,2024-12-22 11:00:00,Fort Collins,CO,Minot,ND,1802.04,Carrier 1072723
206475833,Shipper 1249,2024-12-20 10:30:00,Newark,NJ,Schofield,WI,1454.32,Carrier 1083794
206475849,Shipper 1249,2024-12-21 14:00:00,Aurora,CO,Ogden,UT,997.6,Carrier 1085726
206476089,Shipper 1249,2024-12-14 15:00:00,Los Angeles,CA,Raleigh,NC,6145.84,Carrier 704679
206476169,Shipper 758,2024-12-14 23:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206476177,Shipper 1249,2024-12-20 03:43:00,Fort Collins,CO,Jacksonville,FL,5091.5,Carrier 101147
206476185,Shipper 1249,2024-12-22 10:30:00,Cartersville,GA,Attalla,AL,566.6,Carrier 1554386
206476761,Shipper 758,2024-12-06 22:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 166414
206476769,Shipper 1249,2024-12-20 10:50:00,La Porte,TX,San Antonio,TX,827.04,Carrier 1453341
206476897,Shipper 1644,2024-12-04 19:00:00,Indianapolis,IN,Laredo,TX,3043.8,Carrier 1168345
206477081,Shipper 1644,2024-12-02 10:00:00,Brighton,MI,Portland,OR,5600.0,Carrier 1695549
206477089,Shipper 1249,2024-12-22 08:00:00,Jacksonville,FL,Sanford,FL,666.32,Carrier 1695743
206477097,Shipper 585,2024-12-26 11:00:00,Plant City,FL,Stockton,CA,4919.0,Carrier 1695402
206477825,Shipper 1249,2024-12-21 09:10:00,Aurora,CO,Lincoln,NE,842.12,Carrier 166414
206478529,Shipper 758,2024-12-06 04:20:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206478625,Shipper 758,2024-12-08 23:50:00,Taft,CA,Tracy,CA,750.12,Carrier 24508
206478633,Shipper 1644,2024-12-13 13:00:00,Rossville,GA,Cleveland,NC,1640.8,Carrier 69267
206479265,Shipper 758,2024-12-13 01:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206481417,Shipper 758,2024-12-12 00:41:00,Kent,WA,Spokane,WA,785.68,Carrier 1373640
206481841,Shipper 1249,2024-12-21 10:30:00,Cartersville,GA,Columbia,SC,832.0,Carrier 106770
206481905,Shipper 1644,2024-12-22 11:00:00,Toledo,OH,Memphis,TN,2154.83,Carrier 1641256
206483305,Shipper 1249,2024-12-18 10:30:00,Houston,TX,Abilene,TX,977.08,Carrier 80546
206484065,Shipper 1644,2024-12-06 09:30:00,Decatur,IN,Cleveland,NC,2448.35,Carrier 97866
206484073,Shipper 758,2024-12-19 13:00:00,Kent,WA,Spokane,WA,745.04,Carrier 1041647
206484081,Shipper 1249,2024-12-20 15:48:00,Aurora,CO,Huron,SD,1748.08,Carrier 1240315
206484625,Shipper 758,2024-12-14 01:42:00,Vernon,CA,Tracy,CA,803.14,Carrier 1527372
206484953,Shipper 1644,2024-12-02 02:50:00,Canton,NC,Laredo,TX,2744.97,Carrier 1687657
206484969,Shipper 1644,2024-12-09 08:00:00,Decatur,IN,Cleveland,NC,2756.61,Carrier 1403627
206485041,Shipper 758,2024-12-06 20:00:00,Idaho Falls,ID,Spokane,WA,1783.09,Carrier 956190
206485505,Shipper 1249,2024-12-28 11:40:00,Los Angeles,CA,Indio,CA,752.21,Carrier 46636
206486353,Shipper 1249,2024-12-22 08:30:00,Newark,NJ,Atlanta,GA,2399.45,Carrier 1695800
206486377,Shipper 1249,2024-12-22 11:50:00,Cartersville,GA,Lumberton,NC,1053.44,Carrier 106770
206486553,Shipper 1644,2024-12-07 13:30:00,Hanover,PA,Portland,OR,6865.61,Carrier 1480348
206487193,Shipper 1249,2024-12-05 11:00:00,St. Louis,MO,Muscle Shoals,AL,1859.28,Carrier 1407839
206487201,Shipper 1249,2024-12-13 12:00:00,Aurora,CO,Vernal,UT,1153.76,Carrier 1695762
206487209,Shipper 1249,2024-12-22 07:36:00,Cartersville,GA,Rock Hill,SC,716.12,Carrier 1357758
206488001,Shipper 1249,2024-12-22 17:30:00,Fort Collins,CO,Grand Rapids,MI,1710.6,Carrier 63158
206488617,Shipper 1249,2024-12-19 08:45:00,Houston,TX,Richland,MS,1000.12,Carrier 1695066
206488841,Shipper 1249,2024-12-12 11:00:00,Fairfield,CA,Newark,NJ,0.0,Carrier 1030395
206489001,Shipper 1249,2024-12-07 08:39:00,Aurora,CO,Hutchinson,KS,1453.04,Carrier 690828
206489025,Shipper 1249,2024-12-19 09:30:00,Fairfield,CA,Newark,NJ,6764.85,Carrier 1367601
206489393,Shipper 1249,2024-12-22 15:00:00,Aurora,CO,Sioux Falls,SD,1256.4,Carrier 1695811
206490593,Shipper 1249,2024-12-08 10:50:00,St. Louis,MO,Cranston,RI,3648.04,Carrier 1695741
206490609,Shipper 1078,2024-12-07 15:00:00,Hackettstown,NJ,York,PA,810.95,Carrier 97236
206491609,Shipper 758,2024-12-21 23:30:00,Vernon,CA,Tracy,CA,803.14,Carrier 552905
206492017,Shipper 1249,2024-12-22 08:30:00,Cartersville,GA,Columbia,SC,832.0,Carrier 57804
206492545,Shipper 758,2024-12-05 23:30:00,Henderson,NV,Tracy,CA,912.21,Carrier 53703
206492825,Shipper 1249,2024-12-11 10:00:00,Los Angeles,CA,La Vergne,TN,5520.24,Carrier 1241778
206492833,Shipper 758,2024-12-14 04:45:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 1695372
206493721,Shipper 585,2024-12-29 06:45:00,Plant City,FL,Leola,PA,1800.0,Carrier 1695487
206493729,Shipper 1249,2024-12-21 11:15:00,Cartersville,GA,Richland,MS,964.2,Carrier 84317
206494473,Shipper 758,2024-12-01 12:20:00,Idaho Falls,ID,Pacific,WA,2216.0,Carrier 1443130
206494889,Shipper 1249,2024-12-20 13:00:00,St. Louis,MO,Des Moines,IA,833.08,Carrier 690828
206496273,Shipper 1249,2024-12-09 10:25:00,Baldwinsville,NY,Newark,NJ,1259.71,Carrier 1318140
206496489,Shipper 1644,2024-12-18 08:00:00,Del Rio,TX,Mount Holly,NC,4385.93,Carrier 19121
206496985,Shipper 1644,2024-12-18 08:00:00,Lockport,IL,Mount Holly,NC,2892.91,Carrier 19121
206497401,Shipper 1644,2024-12-11 22:45:00,Florence,KY,Swedesboro,NJ,2508.94,Carrier 78161
206497409,Shipper 758,2024-12-21 23:44:00,Henderson,NV,Tracy,CA,908.11,Carrier 1576503
206498729,Shipper 1249,2024-12-28 10:00:00,Cartersville,GA,Richland,MS,1214.2,Carrier 155063
206499025,Shipper 1644,2024-12-04 14:00:00,Trenton,MO,Cleveland,NC,3673.49,Carrier 1254378
206499457,Shipper 1249,2024-12-14 11:30:00,Houston,TX,Corpus Christi,TX,610.68,Carrier 161529
206499465,Shipper 1644,2024-12-20 16:00:00,Decatur,IN,Mount Holly,NC,2909.27,Carrier 30549
206499473,Shipper 1249,2024-12-22 12:45:00,Fort Collins,CO,Durango,CO,1375.84,Carrier 1207954
206500353,Shipper 1249,2024-12-22 14:55:00,Fort Collins,CO,Vernal,UT,890.0,Carrier 1215449
206501433,Shipper 758,2024-12-15 01:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 1572518
206501721,Shipper 1249,2024-12-22 08:00:00,Fort Collins,CO,Grand Island,NE,818.48,Carrier 166414
206504153,Shipper 585,2024-12-29 10:00:00,Plant City,FL,York,PA,1700.0,Carrier 1033117
206505049,Shipper 1644,2024-12-08 10:12:00,Warren,OH,Mount Holly,NC,2163.98,Carrier 1047452
206505225,Shipper 758,2024-12-14 23:15:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 1556250
206505385,Shipper 1249,2024-12-20 14:00:00,Jacksonville,FL,Florence,SC,641.44,Carrier 159867
206505521,Shipper 1644,2024-12-11 11:00:00,Concord,NC,Portland,OR,5229.59,Carrier 41201
206505737,Shipper 1249,2024-12-20 11:20:00,Fort Collins,CO,North Platte,NE,658.08,Carrier 754417
206506617,Shipper 968,2024-12-06 10:00:00,Everett,MA,Newark,NJ,515.0,Carrier 1695727
206507289,Shipper 758,2024-12-14 21:15:00,Bellevue,WA,Portland,OR,948.19,Carrier 1462791
206507721,Shipper 1644,2024-12-05 11:30:00,Canton,NC,Laredo,TX,2744.97,Carrier 1687657
206508657,Shipper 1249,2024-12-18 13:32:00,Jacksonville,FL,Madisonville,LA,802.08,Carrier 1319275
206509601,Shipper 1249,2024-12-21 10:00:00,Jacksonville,FL,Myrtle Beach,SC,698.44,Carrier 1288132
206510025,Shipper 1249,2024-12-15 08:15:00,Cartersville,GA,Lake City,FL,1084.4,Carrier 53313
206510033,Shipper 1249,2024-12-21 13:00:00,St. Louis,MO,Des Moines,IA,833.08,Carrier 5046
206510913,Shipper 968,2024-12-28 09:55:00,Everett,MA,Newark,NJ,515.0,Carrier 1282457
206512905,Shipper 758,2024-12-12 00:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206512985,Shipper 968,2024-12-06 11:50:00,Springfield,MA,Newark,NJ,505.15,Carrier 97236
206513001,Shipper 1249,2024-12-20 13:00:00,St. Louis,MO,Hannibal,MO,1116.39,Carrier 1563442
206513393,Shipper 1249,2024-12-29 12:25:00,Fort Collins,CO,Moorhead,MN,1879.04,Carrier 1475635
206514753,Shipper 1644,2024-12-01 14:55:00,Concord,NC,Portland,OR,5785.93,Carrier 99500
206514865,Shipper 758,2024-12-28 11:30:00,Lodi,CA,Pacific,WA,1949.42,Carrier 46296
206515881,Shipper 758,2024-12-15 20:35:00,Kent,WA,Spokane,WA,785.68,Carrier 303317
206515889,Shipper 1249,2024-12-20 11:40:00,Cartersville,GA,Spartanburg,SC,704.48,Carrier 1070138
206516065,Shipper 758,2024-12-04 10:15:00,Lodi,CA,Pacific,WA,1955.56,Carrier 86454
206516377,Shipper 1644,2024-12-18 12:45:00,Etowah,TN,Reno,NV,4643.07,Carrier 731927
206516393,Shipper 1249,2024-12-18 11:50:00,St. Louis,MO,Decatur,AL,2021.68,Carrier 109254
206516401,Shipper 1249,2024-12-22 08:00:00,Newark,NJ,Deerfield Beach,FL,2794.24,Carrier 1695793
206516513,Shipper 758,2024-12-13 02:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 698669
206516521,Shipper 1249,2024-12-19 08:37:00,Fairfield,CA,Jacksonville,FL,7110.37,Carrier 1067308
206517665,Shipper 1644,2024-12-05 11:05:00,Wapakoneta,OH,Canton,OH,828.28,Carrier 1695726
206518129,Shipper 1249,2024-12-05 10:30:00,Aurora,CO,Pueblo,CO,1029.32,Carrier 1207954
206518857,Shipper 758,2024-12-05 22:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206522177,Shipper 758,2024-12-08 02:30:00,Taft,CA,Tracy,CA,750.12,Carrier 1558859
206522185,Shipper 758,2024-12-06 20:00:00,Fresno,CA,Tolleson,AZ,1947.58,Carrier 105166
206523841,Shipper 1249,2024-12-18 09:56:00,Houston,TX,Casper,WY,3322.64,Carrier 115788
206524009,Shipper 585,2024-12-05 11:45:00,Santa Ana,CA,Plant City,FL,6500.0,Carrier 93448
206524017,Shipper 1644,2024-12-22 16:00:00,Bolingbrook,IL,Fort Worth,TX,3050.28,Carrier 1465972
206524025,Shipper 1249,2024-12-28 10:05:00,Jacksonville,FL,Charlotte,NC,740.84,Carrier 1219386
206525425,Shipper 585,2024-12-14 15:14:00,Crete,IL,Santa Ana,CA,3800.0,Carrier 1005528
206525433,Shipper 1249,2024-12-21 08:30:00,Jacksonville,FL,Savannah,GA,559.19,Carrier 85403
206525537,Shipper 758,2024-12-13 02:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 698669
206527177,Shipper 1249,2024-12-04 09:55:00,St. Louis,MO,Homestead,FL,4740.45,Carrier 1695721
206527417,Shipper 1249,2024-12-15 15:45:00,Jacksonville,FL,Melbourne,FL,795.76,Carrier 1695743
206527745,Shipper 758,2024-12-06 02:20:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206527753,Shipper 1249,2024-12-05 11:45:00,Cartersville,GA,Lake City,FL,1415.4,Carrier 1469806
206528257,Shipper 1249,2024-12-22 12:40:00,Fort Collins,CO,Moorhead,MN,1629.04,Carrier 1392733
206528697,Shipper 1644,2024-12-18 11:30:00,Etowah,TN,Reno,NV,4593.07,Carrier 1044237
206529033,Shipper 1249,2024-12-13 11:30:00,Cartersville,GA,Midway,FL,1210.58,Carrier 941668
206530521,Shipper 585,2024-12-15 19:30:00,La Mirada,CA,Santa Ana,CA,650.0,Carrier 1102170
206530745,Shipper 1249,2024-12-08 09:00:00,Cartersville,GA,Ebro,FL,1590.88,Carrier 1326586
206530865,Shipper 758,2024-12-04 03:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206530873,Shipper 923,2024-12-06 10:00:00,Medley,FL,Orlando,FL,500.0,Carrier 1695728
206531193,Shipper 758,2024-12-18 00:55:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206531857,Shipper 1249,2024-12-18 10:20:00,Cartersville,GA,Ocala,FL,1488.88,Carrier 1086797
206531953,Shipper 758,2024-12-12 10:15:00,Jurupa Valley,CA,Brea,CA,874.37,Carrier 1034376
206532121,Shipper 1644,2024-12-04 12:00:00,Del Rio,TX,Mount Holly,NC,5994.56,Carrier 1033481
206532129,Shipper 1644,2024-12-22 12:00:00,Mount Airy,NC,Memphis,TN,1677.04,Carrier 1416338
206533385,Shipper 1249,2024-12-22 11:30:00,Fort Collins,CO,Moorhead,MN,1629.04,Carrier 94108
206533729,Shipper 585,2024-12-20 12:00:00,Compton,CA,Plant City,FL,6900.0,Carrier 1467410
206534337,Shipper 758,2024-12-22 00:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206535177,Shipper 1644,2024-12-18 09:00:00,Decatur,IN,Cleveland,NC,2375.66,Carrier 1084875
206535185,Shipper 1249,2024-12-21 09:15:00,Granite City,IL,Ironwood,MI,1861.6,Carrier 1694201
206535561,Shipper 758,2024-12-14 04:25:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206535577,Shipper 585,2024-12-28 11:20:00,Bolingbrook,IL,York,PA,2800.0,Carrier 1574067
206535673,Shipper 1249,2024-12-16 11:30:00,Cartersville,GA,Ocala,FL,1509.88,Carrier 694858
206537777,Shipper 1249,2024-12-06 12:30:00,Cartersville,GA,Midway,FL,1367.08,Carrier 1611471
206538753,Shipper 1249,2024-12-18 09:30:00,Houston,TX,Houma,LA,838.8,Carrier 1694875
206539297,Shipper 1644,2024-12-06 12:45:00,Rossville,GA,Cleveland,NC,1640.8,Carrier 69267
206539873,Shipper 1644,2024-12-08 08:00:00,Naperville,IL,Swedesboro,NJ,2928.05,Carrier 1660310
206539881,Shipper 1249,2024-12-15 17:30:00,Williamsburg,VA,Rocky Mount,NC,1010.54,Carrier 71406
206539913,Shipper 1249,2024-12-22 16:00:00,Fort Collins,CO,Moorhead,MN,1629.04,Carrier 1695487
206540033,Shipper 1644,2024-12-05 16:00:00,Indianapolis,IN,Laredo,TX,2711.53,Carrier 1168345
206540041,Shipper 585,2024-12-26 11:00:00,Plant City,FL,Compton,CA,3300.0,Carrier 1391174
206540353,Shipper 1644,2024-12-07 22:45:00,Charleston,SC,Swedesboro,NJ,2612.05,Carrier 1028053
206540361,Shipper 1249,2024-12-16 11:37:00,Los Angeles,CA,Cartersville,GA,5272.33,Carrier 57804
206541377,Shipper 758,2024-12-06 09:00:00,Kent,WA,Spokane,WA,747.26,Carrier 1240629
206542025,Shipper 1249,2024-12-07 15:30:00,Cartersville,GA,Midway,FL,1494.92,Carrier 792680
206542425,Shipper 758,2024-12-22 04:05:00,Taft,CA,Tracy,CA,748.23,Carrier 641522
206542441,Shipper 1644,2024-12-21 10:35:00,Trenton,MO,Reno,NV,6344.19,Carrier 690828
206542993,Shipper 1644,2024-12-08 09:40:00,Plainfield,IL,Cleveland,NC,2848.26,Carrier 73537
206543913,Shipper 758,2024-12-03 22:40:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206543921,Shipper 758,2024-12-06 01:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 698669
206543929,Shipper 758,2024-12-08 23:45:00,Taft,CA,Tracy,CA,715.12,Carrier 1532679
206544833,Shipper 1249,2024-12-21 13:00:00,Jacksonville,FL,Fort Lauderdale,FL,909.8,Carrier 942333
206546961,Shipper 758,2024-12-07 03:00:00,Stockton,CA,Tracy,CA,773.06,Carrier 1558859
206546969,Shipper 1249,2024-12-05 07:00:00,Colonial Heights,VA,Fort Pierce,FL,2503.28,Carrier 1010542
206548153,Shipper 758,2024-12-18 23:15:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206548169,Shipper 1644,2024-12-11 10:00:00,North Charleston,SC,Swedesboro,NJ,2683.98,Carrier 1695750
206549993,Shipper 1249,2024-12-06 14:00:00,Los Angeles,CA,Newark,NJ,6285.08,Carrier 1492505
206551337,Shipper 758,2024-12-06 22:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206551345,Shipper 758,2024-12-15 04:13:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206551521,Shipper 398,2024-12-01 10:30:00,Buffalo,NY,New Brunswick,NJ,1375.0,Carrier 1021379
206552833,Shipper 758,2024-12-12 02:57:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206553121,Shipper 758,2024-12-05 03:45:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 961497
206553129,Shipper 1249,2024-12-15 09:40:00,Cartersville,GA,Midway,FL,985.92,Carrier 941668
206553785,Shipper 1644,2024-12-02 20:30:00,North Charleston,SC,Laredo,TX,200.0,Carrier 1687657
206553801,Shipper 758,2024-12-20 02:55:00,Vernon,CA,Tracy,CA,803.14,Carrier 552905
206554761,Shipper 1249,2024-12-22 13:00:00,Cartersville,GA,Valdosta,GA,822.24,Carrier 941668
206554985,Shipper 1644,2024-12-02 19:30:00,Canton,NC,Laredo,TX,2744.97,Carrier 1687657
206554993,Shipper 1249,2024-12-19 23:55:00,Dunkirk,IN,Wilson,NC,2250.97,Carrier 1695088
206555545,Shipper 1644,2024-12-11 08:00:00,Decatur,IN,Cleveland,NC,2756.61,Carrier 1200282
